"","Div","Date","Team1","Team2","HomeAway","GS","GA","FTR","HTGS","HTGA","HTR","Referee","ShotsTaken","ShotsAllowed","ShotsOnTarget","ShotsOnTargetAllowed","FoulsCommited","FoulsReceived","CornerKicks","CornerKicksAllowed","YellowCards","YellowCardsOpp","RedCards","RedCardsOpp"
"719","E0","21/04/18","Crystal Palace","Watford","Away",0,0,"D",0,0,"D","C Kavanagh",6,14,1,4,13,17,3,4,5,3,0,0
"720","E0","21/04/18","Liverpool","West Brom","Away",2,2,"D",1,0,"A","S Attwell",9,13,3,6,5,12,4,7,1,0,0,0
"721","E0","22/04/18","West Ham","Arsenal","Away",1,4,"H",0,0,"D","L Mason",11,20,4,8,9,11,6,8,2,3,0,0
"722","E0","22/04/18","Swansea","Man City","Away",0,5,"H",0,2,"H","C Pawson",4,19,1,12,8,6,1,5,1,0,0,0
"723","E0","22/04/18","Burnley","Stoke","Away",1,1,"D",0,1,"H","M Dean",16,8,7,3,5,15,8,3,1,2,0,0
"724","E0","23/04/18","Newcastle","Everton","Away",0,1,"H",0,0,"D","R Madley",9,9,2,1,11,10,6,4,1,2,0,0
"725","E0","28/04/18","Brighton","Burnley","Away",0,0,"D",0,0,"D","R East",9,10,1,4,17,5,4,3,2,0,0,0
"726","E0","28/04/18","Leicester","Crystal Palace","Away",0,5,"H",0,2,"H","M Dean",6,15,1,9,9,11,2,8,1,1,1,0
"727","E0","28/04/18","Everton","Huddersfield","Away",2,0,"A",1,0,"A","L Probert",7,9,5,2,8,9,3,4,0,1,0,0
"728","E0","28/04/18","Stoke","Liverpool","Away",0,0,"D",0,0,"D","A Marriner",5,20,1,2,14,7,2,9,2,1,0,0
"729","E0","28/04/18","West Brom","Newcastle","Away",1,0,"A",1,0,"A","D Coote",9,17,2,2,13,8,1,5,3,1,0,0
"730","E0","28/04/18","Bournemouth","Southampton","Away",1,2,"H",1,1,"D","A Taylor",14,14,7,6,11,12,8,5,1,5,0,0
"731","E0","28/04/18","Chelsea","Swansea","Away",1,0,"A",1,0,"A","J Moss",11,10,3,3,9,13,2,1,1,1,0,0
"732","E0","29/04/18","Arsenal","Man United","Away",1,2,"H",0,1,"H","K Friend",8,17,3,3,7,12,0,9,1,0,0,0
"733","E0","29/04/18","Man City","West Ham","Away",4,1,"A",2,1,"A","N Swarbrick",19,4,7,1,11,5,7,0,1,0,0,0
"734","E0","30/04/18","Watford","Tottenham","Away",0,2,"H",0,1,"H","M Oliver",13,13,5,3,10,11,0,4,0,1,0,0
"735","E0","04/05/18","Man United","Brighton","Away",0,1,"H",0,0,"D","C Pawson",16,11,3,4,3,5,6,5,0,2,0,0
"736","E0","05/05/18","Swansea","Bournemouth","Away",0,1,"H",0,1,"H","K Friend",12,13,3,5,10,10,6,11,4,1,0,0
"737","E0","05/05/18","Southampton","Everton","Away",1,1,"D",0,0,"D","J Moss",11,9,5,3,12,14,4,3,4,2,1,0
"738","E0","05/05/18","West Ham","Leicester","Away",2,0,"A",1,0,"A","C Kavanagh",13,13,3,2,9,8,3,8,2,1,0,0
"739","E0","05/05/18","Crystal Palace","Stoke","Away",2,1,"A",0,1,"H","M Atkinson",13,7,2,2,12,18,7,1,2,5,0,0
"740","E0","05/05/18","Newcastle","Watford","Away",1,2,"H",0,2,"H","R East",9,11,1,8,11,9,5,2,1,2,0,0
"741","E0","05/05/18","Tottenham","West Brom","Away",0,1,"H",0,0,"D","M Jones",18,9,5,1,12,13,9,5,1,4,0,0
"742","E0","06/05/18","Burnley","Arsenal","Away",0,5,"H",0,2,"H","A Marriner",6,16,2,8,7,6,5,4,1,0,0,0
"743","E0","06/05/18","Liverpool","Chelsea","Away",0,1,"H",0,1,"H","A Taylor",10,12,5,4,9,12,1,3,2,3,0,0
"744","E0","06/05/18","Huddersfield","Man City","Away",0,0,"D",0,0,"D","M Dean",5,15,3,2,4,9,1,10,3,0,0,0
"745","E0","08/05/18","Southampton","Swansea","Away",1,0,"A",0,0,"D","M Oliver",13,11,8,3,15,7,6,7,1,2,0,0
"746","E0","09/05/18","Huddersfield","Chelsea","Away",1,1,"D",0,0,"D","L Mason",3,22,2,5,10,7,0,9,1,0,0,0
"747","E0","09/05/18","Arsenal","Leicester","Away",1,3,"H",0,1,"H","G Scott",14,19,7,10,12,7,6,6,2,2,1,0
"748","E0","09/05/18","Brighton","Man City","Away",1,3,"H",1,2,"H","P Tierney",6,19,3,7,7,5,3,4,1,0,0,0
"749","E0","09/05/18","Newcastle","Tottenham","Away",0,1,"H",0,0,"D","N Swarbrick",14,11,3,7,8,10,4,6,3,2,0,0
"750","E0","10/05/18","Man United","West Ham","Away",0,0,"D",0,0,"D","J Moss",16,9,6,2,12,12,6,1,1,1,0,0
"751","E0","13/05/18","Bournemouth","Burnley","Away",2,1,"A",0,1,"H","P Tierney",16,12,5,4,9,14,8,7,0,0,0,0
"752","E0","13/05/18","West Brom","Crystal Palace","Away",0,2,"H",0,0,"D","J Moss",7,11,1,5,11,10,2,4,3,2,0,0
"753","E0","13/05/18","Arsenal","Huddersfield","Away",1,0,"A",1,0,"A","M Oliver",9,18,4,3,7,11,4,7,0,1,0,0
"754","E0","13/05/18","Brighton","Liverpool","Away",0,4,"H",0,2,"H","K Friend",2,22,1,11,6,3,3,7,0,0,0,0
"755","E0","13/05/18","Watford","Man United","Away",0,1,"H",0,1,"H","L Mason",7,7,3,1,11,6,5,6,0,4,0,0
"756","E0","13/05/18","Chelsea","Newcastle","Away",0,3,"H",0,1,"H","M Atkinson",6,16,2,6,10,11,2,4,1,0,0,0
"757","E0","13/05/18","Man City","Southampton","Away",1,0,"A",0,0,"D","A Marriner",13,8,2,3,10,8,12,1,1,3,0,0
"758","E0","13/05/18","Stoke","Swansea","Away",2,1,"A",2,1,"A","A Taylor",8,26,5,11,9,12,0,6,2,1,0,0
"759","E0","13/05/18","Leicester","Tottenham","Away",4,5,"H",2,1,"A","C Pawson",16,14,9,6,13,9,4,4,2,1,0,0
"760","E0","13/05/18","Everton","West Ham","Away",1,3,"H",0,1,"H","G Scott",14,15,7,4,13,10,6,6,1,0,0,0
